title,release_year,adjusted_domestic_gross
Eden,2008,24776.70599163957
"Ich war zuhause, aber",2019,17309.828705514275
Advocate,2020,20581.780525502316
Desolation,2018,21185.37634408602
Hank and Asha,2014,22418.433460076045
Flying: Confessions of a Free Woman,2007,25564.52677279305
Love and a Bullet,2002,29452.93607559755
A Reason,2015,22338.318987341772
Holding Trevor,2008,24553.281932187645
7 días,2007,25465.94500723589
Smooth Talk,1985,49044.6468401487
Drylongso,1999,30992.744297719084
You Can Live Forever,2023,16387.596980636692
Torn,2013,22631.40257510729
Goodland,2018,20991.302270011947
Dealin' with Idiots,2013,22611.162231759652
Mighty Peking Man,1999,31621.166866746695
Inventing Our Life: The Kibbutz Exper…,2012,22914.501742160275
Day Zero,2008,24326.937296795168
Restless,2000,30415.735191637632
2by4,1999,31396.595438175267
Little Birds,2012,22722.794425087104
American Cannibal,2007,25126.21707670043
Kkeut-kka-ji-gan-da,2015,21972.182278481014
The Dress,1998,31933.781595092023
Noise,2008,24113.735253135157
The Good Doctor,2012,7128.773519163762
Genesis,2005,26422.156682027646
So Much So Fast,2006,25593.345238095237
Mission Control: The Unsung Heroes of…,2017,21043.378212974298
Splinterheads,2009,24026.31608391608
Design is One,2013,22110.55107296137
Portraits Chinois,1999,30887.063625450177
Five Dances,2013,7810.073819742488
Sang sattawat,2007,24781.939218523876
The Amateurs,2007,24772.839363241677
The Night Larry Kramer Kissed Me,2000,29723.763066202093
Petite Cherie,2001,28894.265386787123
Faster,2004,27071.02170460561
Cautiva,2006,25356.29761904762
April's Shower,2006,25350.059523809523
Heung Gong jai jo,1997,31841.570093457944
Beba,2022,17459.02835667919
Slash/Back,2022,17451.509395285273
Night at the Golden Eagle,2002,28383.381878821565
Onmyoji,2003,27738.965217391302
Rite of the Shaman,2022,17423.581824393576
I Like Killling Flies,2006,25286.11904761905
Coldblooded,1995,33416.34645669291
"Love, Marilyn",2013,21810.993991416308
Always Shine,2016,21143.399999999998
The Work and the Story,2003,27573.221739130433
Look,2007,24472.544138929086
Matthew Barney: No Restraint,2006,25164.47619047619
Virginia Minnesota,2019,19818.14313648807
How It Ends,2021,18683.01697416974
Tennessee,2009,23598.321678321674
Claydream,2022,17286.092244619063
Medea,2003,27487.786956521737
Levitated Mass,2014,21366.44866920152
The 3 Rooms of Melancholia,2005,25886.082949308755
The Guys,2003,27455.32173913043
Fleeing by Night,2002,28072.302390216784
Purple Butterfly,2004,26714.84595023822
Out of the Clear Blue Sky,2013,21657.167381974246
Zombie High,1987,44281.69014084507
American Fusion,2007,24266.28075253256
First Date,2021,18532.197785977856
Valentino Returns,1989,40451.10967741935
Equal Standard,2021,18490.43247232472
Beetle Queen Conquers Tokyo,2010,22963.741403026135
Home,2008,23250.705062703204
$upercapitalist,2012,21798.491289198602
The Bay of Silence,2020,2357.9999999999995
This Binary Universe ,2012,21738.240418118465
Starfish,2019,19488.619475948377
American Star,2024,14523.0
Private,2005,25453.038402457754
To the End,2022,16972.444140758456
It's Easier for a Camel,2004,26275.451561672842
Avant que mon coeur bascule,2012,21571.18118466899
A Real Young Girl,2001,27893.01411631846
Jumpin’ at the Boneyard,1992,35195.76906628652
People Say I'm Crazy,2004,26095.699311805187
Five Minutes of Heaven,2009,22976.850349650347
Quill: The Life of a Guide Dog,2012,21463.003484320554
Even in Dreams,2021,18180.673062730624
The Last Mogul: Life and Times of Lew…,2005,25201.90476190476
Pop & Me,2000,28564.390243902442
The Other Half,2016,20492.329999999998
Dear Jesse,1998,30149.60981595092
7th Street,2003,26705.204347826086
A Green Story,2013,17408.04463519313
Five Nights in Maine,2016,20418.969999999998
Postcards From London,2018,6651.10633213859
Talk of Angels,1998,29985.65889570552
Stuffed,2019,19097.617520531872
Ondskan,2006,24219.404761904763
Jigureul Jikyeora! (Save the Green Pl…,2005,24978.138248847925
Cthulhu,2008,22653.44728286112
No Ordinary Man,2021,17991.569003690034
One Bright Shining Moment,2005,24958.820276497692
Kangaroo,2018,5693.2568697729985
American Radical: The Trials of Norma…,2010,22273.24346629986
Formula 17,2005,24834.86328725038
Quiet City,2007,23394.21128798842
Paper Man,2010,22183.867950481428
The Beautiful Truth,2008,22469.450998606593
Dumbstruck,2011,21497.74655402401
Take Me Home,2012,21052.20209059233
Wild Side,2004,25556.44256220222
Huhwihaji anha,2008,22411.039479795632
Narcissister Organ Player,2018,19199.560334528076
Dreamkiller,2010,22081.518569463547
Only the Young,2012,20967.3031358885
Contemporary Color,2017,19632.36230110159
Kelly & Cal,2014,20318.44866920152
Starcrossed,2016,19994.53
People’s Republic of Desire,2018,19083.11589008363
Descent,2007,23103.01591895803
"Hey, Hey, It's Esther Blueburger",2010,21943.13067400275
The Samaritan,2012,3452.101045296167
All Hat,2008,22193.4565722248
Hits,2015,20105.681012658228
Funan,2019,18630.382479468128
Michael,2012,20746.839721254353
The Painting,2005,24374.451612903224
The Olivia Experiment,2014,20086.002534854244
El Inmigrante,2007,22901.3024602026
The Only Thrill,1998,29111.896932515338
Trade of Innocents,2012,20664.67944250871
Rebels on Pointe,2017,19354.007343941248
The Education of Charlie Banks,2007,22867.93632416787
Cheatin',2015,20000.88101265823
Barefoot,2014,20018.261089987325
My Dinner with Andre,1981,52099.089108910885
We Broke Up,2021,17475.303321033207
A Question of Faith,2001,26712.460756634668
At Last,2005,24189.32104454685
As I Lay Dying,2013,20252.487553648065
The Tenant,2011,20973.513561582924
Shaking the Tree,1990,36082.631981637336
Far Too Far,2015,19898.73417721519
My First Wedding,2006,23364.785714285714
Petits Freres,2001,26581.090909090908
Already Tomorrow in Hong Kong,2016,19605.46
"2 Männer, 2 Frauen - 4 Probleme!?",2000,27277.212543554007
I Declare War,2013,20143.189699570812
Body Slam,1986,42816.9197080292
Otomo,2001,26494.102766798416
Harry and Max,2005,24023.508448540706
Konvoi,2023,2960.333442730555
Vulgar,2002,26046.79043913285
Hidden in Plain Sight,2003,25418.55652173913
Bomb the System,2005,23930.138248847925
Nähtamatu võitlus,2024,14861.0
La-Bas Mon Pays,2001,26359.182382834555
Chocolate,2009,21758.82517482517
The Frog Prince,1986,42584.56204379562
Nous ne viellirons pas ensemble,1972,106083.67464114832
Jayne Mansfield's Car,2013,20019.048927038624
Shem,2006,23087.190476190477
Last Dance,2002,25831.83101723179
Off the Lip,2004,24587.77766013764
Through the Fire,2006,23032.60714285714
Bord de Mer,2003,25235.72608695652
Kung Fu Joe,2012,20200.473867595818
Kiss of the Damned,2013,19905.70300429184
Shi gan,2007,22359.86107091172
Lion's Den,2009,21603.45734265734
Heartbeat,2014,19532.11660329531
Wo 11,2012,12615.710801393727
Four Samosas,2022,15790.893064571232
Lake George,2024,14678.0
Tristana,1970,118191.71134020618
10 Days in a Madhouse,2015,19389.32658227848
Gone Doggy Gone,2015,19381.367088607596
Born Romantic,2001,25913.590062111798
Buzzard,2015,19356.162025316455
Ferrante Fever,2018,13944.535244922341
California Solo,2012,19880.048780487803
Giant Little Ones,2019,17828.70551427454
Reeseville,2004,24126.746426680784
Never Forever,2008,21152.271249419413
Fallen Idol: The Yuri Gagarin Conspiracy,2009,21210.64055944056
The Public Image is Rotten,2018,14139.861409796893
Lost Angel: The Genius of Judee Sill,2024,14463.0
Opal Dream,2006,22524.20238095238
Weed the People,2018,18053.8972520908
The Last Movie Star,2018,18042.628434886497
The Chaperone,2011,20130.54690973766
The Uncondemned,2016,18854.829999999998
A Silent Love,2004,23948.658549497086
The Anarchist Cookbook,2003,24552.247826086954
Peep World,2011,20062.04713205869
Exhibition,2014,19052.613434727504
Machines,2017,12455.422276621786
Daddy Cool,2009,20987.84895104895
¡Viva Maestro!,2022,15370.905363853775
A Tale of Two Pizzas,2005,23028.632872503837
Disco Boy,2023,11873.320643255662
Amour fou,2015,18964.820253164555
The Devil's Miner,2006,22284.035714285714
Sabaya,2021,12123.542435424353
Full of It,2007,21647.039073806074
Military Intelligence and You!,2008,20810.56386437529
Khachaturian,2003,24348.91304347826
Combat Obscura,2019,17511.477512710208
Saheb Biwi Aur Gangster,2011,19894.292574477542
Crutch,2004,23615.784012705135
Splinter,2008,20668.915931258707
Carmen and Geoffrey,2009,20710.82517482517
Newtown,2016,18482.789999999997
The 24th Day,2004,23479.305452620432
Brave New Jersey,2017,18093.07221542228
Went to Coney Island on a Mission fro…,2000,25725.296167247387
Mio caro dottor Gräsler,1992,31567.732002851026
Surviving Paradise,2000,25716.167247386762
Edward II,1992,10814.642908054167
Ripple Effect,2008,20530.188574082673
6 Month Rule,2012,19248.783972125435
Head Games,2012,19247.41463414634
Li'l Quinquin,2015,9540.779746835442
Jerico,2001,24907.012987012986
Laitakaupungin valot,2007,21260.295224312587
Cherry 2000,1987,38746.47887323944
Dolphin,1979,60628.09917355372
These Birds Walk,2013,18890.987124463518
American Traitor: The Trial of Axis S…,2021,16242.066420664205
The Elephant 6 Recording Co.,2023,14445.684279619298
Screwball,2019,17173.34689088776
Tum Mile,2009,20427.93846153846
Jeanne and the Perfect Guy,1999,26299.39015606242
Up For Grabs,2005,22426.556067588324
Yosemite,2016,18249.609999999997
Luna Papa,2000,25433.17073170732
Wall,2005,22397.57910906298
Coup de Torchon (Clean Slate),1982,45234.503626943
Cut Sleeve Boys,2007,21043.415340086827
Buddha Mar Gaya,2007,21037.348769898694
Genèse,2019,8341.375048885413
Protagonist,2007,21005.499276410996
Live Free or Die,2007,20984.26628075253
A Letter to True,2004,23026.596082583375
Goodbye to All That,2014,18316.755386565274
The Pretty One,2014,18288.861850443598
Secret Agent Dingledorf and His Trust…,2021,15963.630996309961
30 Days,2000,25110.006968641115
A Space Program,2016,17998.089999999997
The Architect,2006,21423.178571428572
Dorfman in Love,2013,18536.106437768238
Don McKay,2010,19780.819807427786
Full Grown Men,2008,20029.30980027868
Jesus Henry Christ,2012,18779.101045296164
Who the #$^% is Jackson Pollock?,2006,21381.071428571428
Laila's Birthday,2009,20064.436363636363
This One’s For The Ladies,2019,16830.298005475164
Medusa,2022,12153.864024598564
"Blood, Guts, Bullets and Octane",1999,25804.95558223289
Les amitiés maléfiques,2007,20724.92040520984
Meilleur Espoir Feminin,2001,24232.411067193672
Passion,2008,17187.589410125405
Fifi az khoshhali zooze makeshad,2014,18082.980988593154
When the Iron Bird Flies,2012,18620.257839721253
We Need to Do Something,2021,15765.245756457562
Mumbai Meri Jaan,2008,19842.392940083602
Fukushû suru wa ware ni ari,1979,58744.29752066115
The Times of Harvey Milk,1984,41035.40327237728
Journey to the Sun,2001,24044.232636928286
Four Eyed Monsters,2006,21089.440476190477
Duane Hopwood,2005,21748.817204301075
Sophomore,2012,18486.062717770033
Shadowman,2017,17314.447980416156
As It Is in Heaven,2014,17912.963244613435
Trafficked,2017,17286.227662178702
Spices of Liberty,2016,17636.53
Benda Bilili!,2011,18760.55135615829
Beautiful Darling,2011,18732.5922632281
War of the World's Goliath,2014,17778.808618504434
Citadel,2012,18317.63414634146
Bring Your Own Brigade,2021,15516.974169741696
Solo,2024,13369.0
Tikkun,2016,17498.98
The Autumn Heart,2000,24381.519163763067
Our Blood is Wine,2018,16712.908004778972
Vigilante Diaries,2016,2608.2099999999996
One Last Thing...,2006,20794.690476190477
Stray,2021,15458.966789667895
Violet Tendencies,2010,19178.25584594223
Sherman's Way,2009,19467.882517482514
River Runs Red,2018,12386.934289127837
Kicking It,2008,19372.180213655363
The Color Wheel,2012,18165.63763066202
Rapid Response,2019,16306.502933124755
Pahokee,2020,16096.599690880987
Harold,2008,19318.149558755224
Yes Nurse! No Nurse!,2004,22009.664372683957
"Intent to Destroy: Death, Denial & De…",2017,16924.494492044065
The Adderall Diaries,2016,17280.21
Mang Shan,2008,19223.23084068741
Falling Away,2012,18016.379790940766
La mentale,2004,21373.874007411327
Stavisky,1974,83791.10750507099
The Pleasures of Being Out of Step,2014,17449.399239543727
The Slaughter Rule,2003,22442.008695652174
TS Eliot’s Four Quartets,2023,13514.969478175255
The Trouble With Bliss,2012,17928.742160278744
Le chagrin et la pitié,1971,101555.08148148148
Under the Boardwalk: The MONOPOLY Story,2011,18285.24677634504
The End of Time,2012,17878.076655052264
My Mexican Shivah,2008,19045.07570831398
Dog Days,2003,22266.01304347826
Storm Lake,2021,15114.402952029519
When Men Were Men,2022,13992.787154082678
Jim,2010,18761.650618982116
Convicts,1990,31271.614384085693
The Right Hand Man,1987,35978.87323943662
Raja,2004,21636.844891476972
The Specials,2000,23727.88850174216
Bloodworth,2011,18132.869719875496
Like Me,2018,16233.357228195937
K2: Siren of the Himalayas,2014,17212.968314321926
Lydia Lunch: The War is Never Over,2021,15021.591143911437
The Fish That Saved Pittsburgh,1979,55959.73553719008
Savior,1998,24887.749693251535
My Son,2013,17394.55107296137
Rock Bottom,2007,19549.522431259044
J'entends plus la guitare,2008,18802.66790524849
I Trust You To Kill Me,2006,20046.11904761905
Permanent,2017,16479.38310893513
The Last Time I Committed Suicide,1997,25144.16448598131
Zurawski vs. Texas,2024,12830.0
Il Futuro,2013,13118.441201716736
Ni le ciel ni la terre,2016,16781.1
The Meaning of Hitler,2021,14854.52988929889
Junction 48,2017,16412.68053855569
"In Search of Peace, Part 1",2001,22629.343873517784
La Ventana,2009,18670.523076923077
I'm Losing You,1999,23944.22088835534
Lake City,2008,18525.213190896422
Concerning Violence,2014,16842.38276299113
The Goddess of 1967,2001,22505.075098814228
Heal,2017,16249.772337821298
London,2006,19754.488095238095
Backstage,2006,19748.25
Automne,2006,19735.77380952381
The Personals,2001,22450.04178430265
Lorelei,2021,14666.585977859777
August,2008,18452.198792382722
Le Secret,2001,22410.985883681533
I'm Not Jesus Mommy,2011,17642.187638950643
Lansdown,2002,22044.700389105055
American Socialist: The Life & Times …,2018,15788.864994026284
Aguirre: The Wrath of God,1972,94838.985645933
Gory Gory Hallelujah,2005,20290.310291858677
Clubland,1999,23774.37695078031
Kinder des Kalifats,2018,15750.05017921147
Looking for an Echo,2000,22940.9756097561
Mau,2022,8056.030064912879
My Art,2018,15718.747909199521
Off Season,2019,15423.674618693782
La città delle donne,1980,47755.22330097087
Some Fish Can Fly,1999,23587.548619447778
Un beau dimanche,2015,16574.318987341772
Hit Me,1998,24093.069938650307
The Incredible 25th Year of Mitzi Bea…,2021,14485.602952029518
Family Tree,2000,22760.22299651568
Daltry Calhoun,2005,20058.49462365591
Rembrandt,2001,22047.055900621115
A Halfway House Christmas,2005,19969.95391705069
752 Is Not a Number,2022,13317.154765971984
America the Beautiful II: The Thin Co…,2011,17287.107158737213
Rebirth,2011,17275.92352156514
Backseat,2008,18024.33441709243
Full Battle Rattle,2008,17970.30376219229
Big Ain't Bad,2004,20451.811540497616
The Armor Of Light,2015,16273.184810126582
The Year of the Everlasting Storm,2021,14206.0073800738
The Living Wake,2010,17632.924346629985
The Wobblies,1981,42307.37953795379
Frogs for Snakes,1999,23006.304921968785
China Blue,2007,18480.289435600578
Shaye and Kiki,2001,21626.317334839074
Existo,1999,22976.11044417767
Elstree 1976,2016,15946.629999999997
Touch the Wall,2014,16146.372623574143
Killing Time,1998,23443.052760736195
Back Door Channels: The Price of Peace,2011,16969.771453979545
"Eu cand vreau sa fluier, fluier",2011,16964.179635393506
The Most Unknown,2018,15174.088410991637
Bhopal: A Prayer for Rain,2014,16086.600760456273
Zen for Nothing,2016,15860.169999999998
Hot Water,2016,15852.309999999998
The Kids Grow Up,2010,17435.433287482807
The Go-Getter,2008,17422.695773339525
Alien Abduction,2014,16054.722433460076
After the Cup: Sons of Sakhnin United,2010,17421.01788170564
When Two Worlds Collide,2016,15824.799999999997
Close Call,2004,20100.628904182107
Sex Positive,2009,17689.946853146852
Imprisoned,2019,14815.039499413375
I’ll Take Your Dead,2019,12938.721939773171
Defamation,2009,17644.50909090909
Fire in the Mountains,2022,12930.465322856166
I'll Believe You,2007,18214.876989869754
Picture Me: A Model's Diary,2010,17310.01925722146
O Céu de Suely,2007,18210.32706222865
Vice,2008,17523.455643288435
Cottonfields and Crossroads,2006,18714.285714285714
The Grab,2024,11984.0
The World According to Shorts,2006,18679.97619047619
All Babes Want to Kill Me,2005,19277.726574500764
Pasqualino Settebellezze,1975,69904.32713754647
The Last Race,2018,14958.728793309438
Call Me Kuchu,2012,12243.250871080138
Frank Serpico,2017,15296.695226438189
Laleh Drive,2022,12803.717116501537
Dev D,2009,17467.155244755242
Karaoke,2022,12782.234369661768
Cassandro the Exotico,2019,14628.145482987877
Hross i oss,2015,15778.369620253165
Hollywould,2019,14617.07938991005
Quid Pro Quo,2008,17324.856479331163
Revenge of the Mekons,2014,15754.53485424588
Ed Gein,2001,20985.445511010726
Emptying The Skies,2015,15668.26329113924
Woman is the Future of Man,2006,18413.29761904762
Run & Jump,2014,15680.152091254753
Chelsea on the Rocks,2009,17294.1986013986
The Dry Land,2010,16977.023383768912
"As Mil e Uma Noites: Volume 2, O Deso…",2015,8487.47341772152
Falcon Rising,2014,15638.975918884664
Emoticon,2014,15621.708491761723
Janice Beard,2002,20545.227348526958
Rubikon,2022,1979.6351212845916
Smokers Only,2002,20538.23679822123
Blockade,2007,17820.5499276411
Summer '03,2018,14707.05854241338
Rid of Me,2011,16411.98755002223
The Windigo,2024,11737.0
Lucha Mexico,2016,15355.819999999998
White Wedding,2010,16881.881705639615
Picture Day,2013,15799.61201716738
One Peace at a Time,2009,17146.159440559437
Some Body,2002,20440.369093941077
Milh Hadha al-Bahr,2010,16811.2462173315
Home is Where the Hart is,1987,32270.281690140848
The Manson Family,2004,19401.592376919005
Otac na sluzbenom putu,1985,33935.33085501858
Behind the White Glasses: Portrait of…,2016,11872.529999999999
Angels in the Dust,2007,17602.153400868305
The Tribes of Palos Verdes,2017,14883.652386780906
American Streetballers,2009,16974.66853146853
16 to Life,2010,16684.390646492433
Operation Filmmaker,2008,16899.91267998142
Moebiuseu,2013,3157.4935622317594
Intoxicating,2004,19240.148226574907
East of Havana,2007,17517.22141823444
The Ruins of Lifta,2016,15127.879999999997
Midget Zombie Takeover,2013,14851.014592274676
L'enlèvement de Michel Houellebecq,2015,15316.718987341772
Girl Play,2005,18550.082949308755
Elektra Luxx,2011,16096.049799911068
Welcome Back Mr. McDonald,1999,21715.49099639856
Peter and Vandy,2009,16848.615384615383
Manfast,2003,19615.82608695652
Waltzing Anna,2006,17864.345238095237
Whole New Thing,2007,17357.973950795946
The Taqwacores,2010,16498.431911966985
Gardens of the Night,2008,16699.85322805388
The Final Member,2014,15179.39670468948
The Mesmerist,2002,19961.516397998887
Kaos,1986,32736.61313868613
Taxidermia,2009,16721.0965034965
Beside Bowie: The Mick Ronson Story,2017,14623.255813953489
Pretty Problems,2022,12245.165698667577
Verdict on Auschwitz: The Frankfurt T…,2007,17283.658465991317
L'invention de l'amour,2000,20795.679442508714
Iron Warrior,1987,31509.190140845072
Camera Obscura,2003,19451.791304347826
Jours de France,2017,14588.621787025704
Cherry,2010,16378.784044016506
Know Your Place,2024,11355.0
Mala Noche,1988,30169.64327979712
Pizzicata,1999,21419.20768307323
Last Stop for Paul,2008,16559.665582907568
Slow Dancing in the Big City,1978,54658.343558282206
Perfect Opposites,2004,18855.6781365802
Powerbomb,2020,13750.74806800618
Viktoria,2016,14821.339999999998
Ve Si Sai Gon,2017,14512.940024479803
Cinemania,2003,19316.804347826084
Lost in America,2020,13728.880989180832
"Otto; Or, Up with Dead People",2008,16493.952624245238
The Devil's Violinist,2015,14982.420253164557
Live Freaky! Die Freaky!,2006,17607.02380952381
Mine,2009,16537.879720279718
Theo Who Lived,2016,14765.009999999998
Bullitt County,2018,14094.78614097969
Freestyle: The Art of Rhyme,2004,18732.514557967177
Nick and Jane,1997,22039.342056074765
Isle of Hope,2024,11251.0
Hacker,2016,14723.089999999998
Mauvais sang,1987,5742.781690140845
Lousy Carter,2024,11236.0
Fat Girls,2007,16992.463096960924
Sangailes vasara,2015,5943.088607594937
Children of Invention,2010,16120.748280605227
Greetings from Tim Buckley,2013,15054.767381974247
Made Me Do It,2019,13710.88932342589
Spanish Fly,1999,21036.115246098438
Soft Fruit,2000,20324.62717770035
Gharibeh Va Meh,2024,11125.0
Winning Girls Through Psychic Mind Co…,2005,17851.416282642087
The Samuel Project,2018,13881.930704898446
The Wolves of Kromer,2000,20187.69337979094
"Hello, Bookstore",2022,6444.8240519303035
Food and Country,2024,11052.0
The Challenge,2017,14165.317013463893
Pay 2 Play: Democracy’s High Stakes,2014,14638.79340937896
The Aerialist,2021,12773.225092250921
I Hate Valentine's Day,2009,16128.939860139859
The Conrad Boys,2006,17156.321428571428
There Goes the Neighborhood,1992,24650.03563791874
Diego Star,2013,14842.91845493562
Last Flight Home,2022,11798.32456440041
Two Ninas,2001,19485.343873517784
Just Before I Go,2015,14552.607594936708
Hamnden,2012,15007.944250871078
Dark Streets,2008,16001.835578262888
Le Monde De Marty,2000,19997.811846689896
The Farewell,2002,19140.126737076152
The Two Escobars,2010,15773.337001375516
Sarah Palin: You Betcha!,2011,15286.634059582035
If the Dancer Dances,2019,13417.023073914743
MC5: A True Testimonial,2004,14391.830598200106
La prochaine fois je viserai le coeur,2015,1081.1645569620252
"First Love, Last Rites",1998,20978.00245398773
It All Starts Today,2000,19817.05923344948
Les Infideles,2014,14416.973384030418
Ping Guo,2008,15810.53785415699
"Jails, Hospitals & Hip Hop",2001,19156.919254658384
Vision Portraits,2019,13243.654282362142
Mala Mala,2015,14275.351898734178
Soul in the Hole,1997,21073.614953271026
The Man Who Shook the Hand of Vicente…,2012,14723.121951219511
The Empty Mirror,1999,20286.91476590636
Barbarians,2022,11538.38332763922
Freshman Orientation,2007,16255.374819102748
Suntan,2017,7637.444308445532
The Pleasure of Being Robbed,2008,15606.097538318623
You go to my Head,2019,13135.45248337896
Jerusalema,2010,10514.596973865198
Margarita Happy Hour,2002,18643.797665369646
National Bird,2016,13959.359999999999
Sputnik Mania,2008,15552.066883418485
One More Round,2005,17110.894009216587
Prescience,2019,13040.775909268674
The Settlers,2003,18098.504347826085
Whaledreamers,2008,15455.687877380398
Bobby G. Can't Swim,2002,18481.267370761532
Favela Rising,2006,16476.36904761905
China Heavyweight,2012,14446.515679442507
Lovesong,2017,13526.511627906977
Station to Station,2015,12594.572151898734
White Rainbow,2006,16420.22619047619
Didn't Do It For Love,1998,20300.981595092024
Fighting Tommy Riley,2005,16925.763440860213
Loren & Rose,2023,10848.708893994093
Naturally Native,1999,19830.223289315723
Sobrevivire (I Will Survive),2001,18654.518351214003
Waiting for Armageddon,2010,15137.617606602475
Jerome,1999,19811.35174069628
Splinter,2007,15920.196816208392
Clarence,2017,13462.374541003672
Santa Mesa,2012,14364.355400696862
Ghost Fleet,2019,9652.092295658975
Chun Feng Chen Zui De Ye Wan,2010,15104.462173314992
Don’t Let Me Die on a Sunday,2000,19117.783972125435
La Teta Asustada,2010,15081.397524071526
Rare Objects,2023,10786.798818510011
The Legend of Leigh Bowery,2003,17847.32608695652
Eldorado,2009,15306.662937062936
Shanghai Calling,2013,14091.327038626607
En el hoyo,2007,15823.131693198262
Jiao you,2014,13857.774397972116
The Forecaster,2015,13493.994936708861
El Planeta,2021,8331.01992619926
Forgiving Dr. Mengele,2006,16223.72619047619
The Advocates,2018,13024.248506571086
Zero Day,2003,12338.491304347825
The Art of Being Straight,2009,15217.253146853145
Archipelago,2014,10348.501901140684
Zero Bridge,2011,14478.616273899508
Ultrasuede: In Search of Halston,2012,14182.23344947735
Tu dors Nicole,2015,7511.108860759494
Liv & Ingmar,2013,13961.788841201715
The Black Balloon,2008,15102.298188574081
Aus meiner Haut,2023,10671.233344273056
So Goes the Nation,2006,16120.797619047618
Evil Intent,2013,13946.94592274678
"The Photographer, His Wife, Her Lover",2006,16109.880952380952
Painted Woman,2017,13209.67441860465
Chaos,2005,16563.551459293394
Ischeznuvshaya Imperiya,2009,15080.939860139859
Buddy Boy,2000,18770.885017421602
Shepard & Dark,2013,13868.683261802573
Circles: The Restorative Justice Project,2020,12464.23493044822
Coded Bias,2020,12435.078825347757
Approaching the Unknown,2016,13403.919999999998
GhettoPhysics: Will the Real Pimps an…,2010,14745.518569463547
Steel City,2007,15510.703328509406
L'Étoile Filante,2024,10210.0
When Lambs Become Lions,2019,11480.456785295268
Miss Minoes,2011,14243.759893285902
Ethan Mao,2005,16384.860215053763
Hijacking Hollywood,1997,19929.629906542057
Zindaggi Rocks,2006,15863.47619047619
Black Is…Blanc Ain’t,1995,20982.692913385825
La Tigre e la neve,2006,15855.67857142857
A Bird of the Air,2011,14192.03557136505
Spent,2000,18469.630662020907
Mule Skinner Blues,2002,17661.62534741523
Beta Test,2016,13236.239999999998
"Buongiorno, notte",2005,16248.024577572964
Putin's Kiss,2012,13805.66550522648
River of Grass,2016,13191.699999999999
Informant,2013,13585.318454935621
The Sunshine Makers,2017,12881.29253365973
Cosa Voglio Di Piu,2010,14465.859697386519
God’s Time,2023,10352.39645553003
Circle,2010,14450.002751031636
The Life and Mind of Mark DeFriest,2015,13293.681012658228
The Swell Season,2011,4442.6998666073805
Arjun The Warrior Prince,2011,14003.311694086258
Guest Artist,2020,12169.029366306026
Red Trees,2017,12842.810281517748
Great Absence (大いなる不在),2024,10012.0
Haunted Summer,1989,25354.838709677417
The Do-Deca-Pentathlon,2012,13693.379790940766
The Sculptress,2000,18206.717770034844
Foosballers,2020,12107.07264296754
Scream Therapy,2024,9966.0
Act of God,2009,14591.384615384613
The Great Invisible,2014,13218.87959442332
Wild Tigers I Have Known,2007,15084.526772793051
Oblivion,2009,14567.932867132866
Nina's Heavenly Delights,2007,15069.36034732272
Solo Con Tu Pareja,2006,15462.67857142857
Virginia,2012,13576.986062717768
Frontière(s),2008,14475.83464932652
Streetwise,1984,29969.370548604424
Fix,2009,14496.111888111887
Taxman,1999,18628.1056422569
Un homme qui crie,2011,13786.628723877277
Spin,2004,16407.385918475382
Give Me Pity!,2023,8844.886117492617
Wirey Spindell,2000,17962.062717770037
Marcello Mastroianni - I Remember,1997,19253.816822429904
Mama Africa,2018,12280.506571087217
Birth of the Living Dead,2013,13226.389699570813
"One Cut, One Life",2015,12477.832911392405
Caucus,2013,13218.293562231758
Wild Canaries,2015,12993.87341772152
Came a Hot Friday,1985,26019.814126394052
Something to Cheer About,2007,14828.214182344427
Unknown Pleasures (Ren Xiao Yao),2003,16704.208695652174
The Next Big Thing,2002,17062.185658699276
Rebels With a Cause,2000,17806.871080139375
Post Mortem,2012,13351.045296167245
Youssou N'Dour: Return to Goree,2008,14231.966558290756
The President's Last Bang,2005,15653.996927803379
Can You Bring It: Bill T. Jones and D…,2021,11280.11512915129
Arrete ou je continue,2014,12909.394169835234
Kayak to Klemtu,2018,12154.045400238949
Zombie Bro,2021,11245.31070110701
Out Come the Wolves,2024,9649.0
Endgame,2009,14137.006993006991
Empire of Dirt,2013,13001.047210300427
Trans,2000,17569.519163763067
The Story of Film: A New Generation,2021,7498.033948339482
Macbeth,2007,14579.484804630969
Der Unbekannte Soldat,2007,14562.801736613603
Beneath the Darkness,2012,13145.644599303134
Anatomie,2000,17523.874564459933
Mammoth,2009,14041.734265734263
Alma’s Rainbow,1994,20317.198380566802
Extreme Force,2001,16952.036137775267
Chosen,2016,12160.729999999998
Stunt Rock,1980,36362.038834951454
Blackballed: The Bobby Dukes Story,2006,14859.142857142857
Starring Jerry as Himself,2024,9522.0
Strangers on the Earth,2018,11917.400238948625
Virgin,2004,15813.204870301746
All the Streets are Silent: The Conve…,2021,11021.402214022139
Mind the Gap,2004,15804.883006881948
Claire Dolan,2000,17308.43205574913
Tru Loved,2008,13824.5462145843
The Torch,2022,10160.265117868124
The Sasquatch Gang,2007,14344.405209840808
Naked Singularity,2021,3538.4501845018444
Northern Lights,1978,45583.17791411043
If I Were You,2013,12727.127896995706
Zero Charisma,2013,12706.887553648066
Smiley Face,2007,14251.890014471779
Le règne de la beauté,2016,12307.449999999999
